伝票日付,借方税計算モード,借方部門コード,借方科目コード,借方補助コード,借方税区分コード,借方金額,借方消費税額,貸方税計算モード,貸方部門コード,貸方科目コード,貸方補助コード,貸方税区分コード,貸方金額,貸方消費税額,摘要文,入力プログラム区分
20250701,1,1,724,,Q5,693,,0,1,111,001,0,693,,玄関マットレンタル代 (株)サニークリーン北海道,2
